订单数量,供应商名称
4,深圳市库贝尔生物科技股份有限公司
6,商城北纳创联生物科技有限公司
1,深圳赛格电子市场金得通经营部
1,辛集市织曼商贸有限公司
4,深圳市鑫诚生物科技有限公司
2,深圳博瑞（中国）科学仪器有限公司
1,深圳市美安康板材有限公司
2,深圳市龙图光电有限公司
1,上海微科生物技术有限公司
4,喜格实验设备有限公司
1,深圳市米点数字科技有限公司
9,喜格实验室设备有限公司
1,佛山市三水凤铝铝业有限公司
1,洛阳市伊滨区庞村镇亿赢办公家具销售部
2,东海县晶纳晶体科技有限公司
1,中山市古镇宇固灯饰电器厂
1,浙江诺亚氟化工有限公司
2,深圳市南山区新晓机械修理店
1,福建纳仕达电子股份有限公司
1,北京大山拜尔生物科技有限公司
1,杭州长城机电市场苏明五金经营部
2,北京东成科仪商贸有限公司
2,上海源骥金属材料有限公司
1,兴化市欧贝五金制品经营部
1,中山市三乡镇孚兴包装材料商行
1,北京合纵天瑞科技开发中心
7,深圳市富途锐科技发展有限公司
1,深圳市贝克生物科技有限公司
1,北京汇心联科技有限公司
1,东莞市希科贸易有限公司
1,河北利福光电技术有限公司
1,深圳市伟源胶粘制品
1,欧文
1,山东天岳先进材料科技有限公司
1,深圳市集芯成科技有限公司
1,深圳市福田区八毛钰电脑商行
1,深圳宝安新安吉美电子经营部
5,广州佳晖科技有限公司
1,喜万年灯具专营店
2,西安市碑林区欣力达威电子商行
1,云南云子文化传播有限公司
6,深圳市南山区胜利体育用品经营部
2,深圳市罗湖区佳诚铝箱店
5,深圳市佳讯电子科技有限公司
7,烟台松岭化工设备有限公司
16,深圳赛格电子市场锐欣电子商柜
1,南京科利捷仪器有限公司
2,深圳市睿和达科技有限公司
1,深圳市欣诚生物科技有限公司
6,深圳市普立得科技有限公司
8,广州市花都区花东信华实验动物养殖场
1,嵊州市搏实贸易有限公司
1,http://dzyh.szu.edu.cn/labmai/home
2,索雷伯光电科技（上海）有限公司
3,深圳市极光尔沃科技股份有限公司
2,上海屹松实验器材销售中心
4,深圳市福田区赛格电子市场和邦源电子经营部
31,深圳市普西斯特科技有限公司
1,东莞市琦凡塑料原料有限公司
2,成都科源气体有限公司
1,广州市智扬电子工程有限公司
1,东莞市墨洁超声波设备有限公司
1,昆山超声仪器有限公司
1,南京当当响文化有限公司
4,深圳市和利生物科技有限公司
1,广州米木贸易有限公司
1,东莞市索维特特殊线带有限公司
3,重庆瑞文源生物技术有限公司
3,武汉市嘉科微纳科技有限公司
5,北京欧曼泰克光电技术有限公司
1,上海纯优生物科技有限公司
1,国产
3,广州昊昕电子科技有限公司
1,北京三石迈创科技有限公司
29,深圳市文竹建材装饰工程有限公司
5,莱州凯烯陶瓷材料有限公司
2,达伯埃（江苏）纸业有限公司
5,海门市耐思佳实验器材经营部
4,北京世通博达科贸有限公司
1,申凯金属丝网制品有限公司
1,醴陵市雅娅五金陶瓷经营部
1,上海亚荣生化仪器厂
2,深圳市光明新区公明创伟峰胶带行
1,恒洋电子
1,北京黎达丽业制冷设备有限公司
1,北京迈时杰商贸有限公司
2,深圳市普希斯特科技有限公司
1,鸣连居家日用专营店
2,广州科服仪器有限公司
25,深圳市森华实验设备有限公司
1,广州玺美生物科技有限公司
18,北京科澳协力饲料有限公司
1,上海伟寰生物科技有限公司
2,上海阿拉丁生物科技股份有限公司
1,慈溪市红辉电子商务有限公司
1,广州市南山区大岗宁氏水族店
2,南昌市因特贸易有限公司
1,深圳市光明新区公明兴国生胶带商行
1,浙江省冶金研究院有限公司
1,深圳市捷派文化传播有限公司
1,新安吉美电子经营部
1,马利画材店
1,艺豪画材店
1,五金商店
1,亨达凯科技有限公司
1,厨房用品有限公司
1,邱任拯
4,空气化工产品气体(东莞)有限公司
4,中国科学院上海生命科学研究院
2,深圳市晶杉科技有限公司
3,宁波东盛集成电路元件有限公司
11,广州安恩迪生物科技有限公司
1,深圳市锐典电子仪器设备有限公司
2,深圳市锐碘电子仪器设备有限公司
13,深圳市百纳生命科学有限公司
4,深圳长欣生物科技有限公司
1,深圳市南区赛格文祥经营部
1,深圳市亿沃金属材料有限公司
3,吴中区木渎烯暖石墨烯经营部
1,爱玩乐企业管理有限公司
13,大恒新纪元科技股份有限公司
7,深圳市惟拓力医疗电子有限公司
2,常州鼠一鼠二生物科技有限公司
5,上海博奥派克生物科技有限公司
1,深圳市海归生物技术有限公司
2,无锡启正科学仪器有限公司
5,深圳市南山区鑫德鸿电子经营部
1,北京本垒兄弟体育文化发展有限责任公司
1,河南纳晶科技有限公司
4,广州博奥派克科技有限公司
1,广州市花都区花城市梦工厂眼镜店
1,广州赛梵电子科技有限公司
1,新郑市恒凯电子科技有限公司
2,深圳市弘瑞交通科技有限公司
1,深圳市福田区华强北路赛格广场2339A柜台
1,上海亭玫电子商务有限公司
1,苏州博特龙免疫技术有限公司
2,百奥博源（北京）科技有限公司
2,浙江颐高西溪数码港市场文辰电脑商行
3,海门市瑞华实验器材经营部
1,化门市瑞华实验器材经营部
5,深圳书城·中心城
1,上海巢曦贸易有限公司
4,江苏恒伟贸易有限公司
1,浙江颐高西溪数码港市场水兰电脑商行
1,浙江颐高西溪数码港市场姣海电脑商行
37,深圳市百胜科创生物科技有限公司
1,万克宝
1,潜水艇
2,深圳市凯莱尔科技有限公司
2,松柏智能（深圳）有限公司
1,罗技赛睿金牌店
5,长沙浩强建材销售有限公司
2,南京冠之捷体育文化有限公司
2,南京冠之杰体育文化有限公司
2,上海经科化学科技有限公司
1,东莞市石碣金赞五金电子制品厂
2,天津市河北区海乐威电子产品经销部
1,巩义市品立仪器设备有限公司
18,深圳市博奥康生物科技有限公司
1,北京坤厚商贸有限公司
1,深圳红豆豆电子商务有限公司
1,汉恒生物科技（上海）有限公司
1,上海西马特机电科技有限公司
9,深圳科研生物科技有限公司
1,无锡谷雨电子有限公司
1,上海交桔信息科技有限公司
1,深圳市迪普威科技有限公司
1,武汉陆程电子科技有限公司
1,深圳市福田区国家税务局代开六十二
1,深圳市浩龙鹏科技有限公司
1,深圳市绿豆娃科技有限公司
1,深圳市福田区国家税务代开一百一十一
1,郑州市管城区暴风通讯商行
4,深圳市面兜兜科技有限公司
2,深圳君悦智控科技有限公司
1,武汉联芯徽科技有限公司
1,合肥市蜀山区勤缘数码商行
1,深圳市福田区赛格电子商务金达利电子经营部
1,深圳市伟达电子科技发展有限公司
1,泰州市万红电子科技有限公司
3,当当网信息技术（江苏）有限公司
1,济南倩文商贸有限公司
1,深圳市保加多科技有限公司
1,深圳市福田区盈科电子经营部
1,深圳市健颖科技有限公司
4,深圳市硅智科技有限公司
1,北京华文兄弟文化传媒有限公司
1,南京天地图书有限公司
1,深圳市嘉纳迅驰电路科技有限公司
1,义务洛克体育用品
1,深圳市天美意科技有限公司
1,深圳市全民世纪商贸有限公司
1,深圳市瑞鼎电子有限公司
1,兴泊生物科技有限公司
1,徐州苏一木业有限公司
1,锦州海鑫金属材料有限公司
4,兰州雨陆精细化工有限公司
5,南京明善新材料科技有限公司
1,上海雨博会展用品有限公司
1,费斯托(中国)有限公司
2,临澧县华中实验用品经营部
1,家用美容保健电器
1,宿迁泉朔电子商务有限公司
1,济南智象电子商务有限公司
1,深圳市大鹏新区永盛昌五金劳保商行
1,深圳市大鹏新区宏峰喜德盛自行车专卖店
1,武汉淼灵生物科技有限公司
4,上海浩煊生物科技有限公司
1,北京奥维亚生物技术有限公司
2,天津市河北区华乐轩实验室设备销售中心
9,苏州金唯智生物科技有限公司
3,洛阳腾昌旭坤生物科技有限公司
1,深圳市福田区洋观电子商行
4,深圳市亚博智能科技有限公司
1,天津市异次元科技有限公司
2,深圳立创电子商务有限公司
1,深圳市泰达科技有限公司
1,北京今信科技发展有限公司
3,上海美耐特实业有限公司
3,深圳市皇晟鑫贸易有限公司
3,深圳市固特工具有限公司
3,深圳市兆信电子仪器设备有限公司
1,新安鑫华研抛光材料行
1,临沂海思材料科技有限公司
1,上海标誉精密仪器有限公司
1,深圳乐购风数码科技有限公司
3,东海县恒友石英制品有限公司
2,sigma
1,东莞市秀谷电子有限公司
2,深圳市金斯邦胶粘剂有限公司
1,东莞市营晋电子有限公司
1,广州以乐电子科技有限公司
1,深圳市裕通科技有限公司
3,东莞市凤岗恒胜模型商店
1,东莞市御风贸易有限公司
6,乐清市伊莱科电气有限公司
5,沈阳京东世纪贸易有限公司
1,上海舜隽贸易商行
1,开封市沛瑜生物科技有限公司
1,开封市沛瑜生物科技公司
4,南京吉仓纳米科技有限公司
2,安徽虹柚实验设备有限公司
9,深圳市龙岗电子世界智力电子仪器仪表商行
1,慈溪市逍林余彬电子商务经营部
1,深圳市顺民自动化机械有限公司
3,长沙金狮实验器材有限公司
14,深圳市华宇思创科技有限公司
16,深圳市力凡科技有限公司
3,武汉承启医学科技有限公司
1,合肥市蜀山区迅移电子产品商行
2,广州京玖医疗器械有限公司
5,福州浩芸生物科技有限公司
6,福州求索生物科技有限公司
3,上海旗智生物科技有限公司
3,北京宇峰生物科技有限公司
1,芜湖海森科教仪器有限公司
1,南通奥捷体育用品有限公司
1,广州暖绫网络科技有限公司
1,苏州菠萝健康科技有限公司
2,巩义市元亨净水材料厂
2,深圳市众成鑫装饰工程有限公司
8,北京科创佳业科贸有限公司
1,深圳市思维创远网络科技有限公司
4,深圳市速嘉科技有限公司
6,深圳市道斐机电有限公司
1,义乌市王浩五金商行
1,兴化市星美不锈钢制品厂
2,上海威函机电设备有限公司
1,深圳赛思生物科技有限公司
1,南山区博达数码科技经营部
4,深圳赛格电子市场雄星电子展销部
4,深圳弋戈生物科技有限公司
2,开化县旭辰电子商务商行
2,深圳市海德精密陶瓷有限公司
1,麦克默瑞提克仪器有限公司
1,重庆京东创盟信息技术有限公司
1,深圳市南山区兴旺泉桶装水
2,深圳市凡圣亮科技
2,福州市风雷电子
2,圆周电子
2,南墙电子
1,深圳市海普尔国际贸易有限公司
1,深圳市凌傲数码科技有限公司
25,深圳市达研生物科技有限公司
1,博奥康生物科技有限公司
25,深圳市佰瑞特紧固件有限公司
1,山东金亚电缆有限公司
1,河北中科路仪试验仪器有限公司
2,上海言锦五金机电经营部
3,宿迁聚康电子商务有限公司
1,孙满成
1,义乌市希林贸易有限公司
3,莱特尔科技（深圳）有限公司
1,西安润平信息科技有限公司
9,深圳市科艺仪器有限公司
6,深圳科晶
2,厦门永长硕电子科技有限公司
1,深圳天成和
6,深圳市南山区正品电脑经营部
2,深圳博耐飞特数字技术有限公司
1,石家庄斯迪亚诺精细化工有限公司
1,无锡帆鹰
1,上海飞牛电器有限公司
3,广州世辉生物科技有限公司
1,深圳市福田区赛格电子市场卓翔经营部
1,深圳市品优诚电子有限公司
1,深圳市鑫昱晶科技有限公司
1,深圳南山赛格电子展销部
1,深圳南山丽达电子经营部
1,上海磨仙金刚石制品有限公司
1,深圳市思利他贸易有限公司
2,北京科澳力饲料有限公司
1,海门市鑫达玻璃仪器经营部
1,深圳市西部牛仔存储科技有限公司
2,永康市静尚工贸有限公司
3,深圳光韵达机电设备有限公司
12,深圳市南山区红科云电脑经营部
2,上海赫镜仪器销售中心
2,上海紫谱电子设备技术中心
1,深圳市南山区华记润滑油商行
1,苏州希洁贝尔静电科技有限公司
1,安汇（文安县）电子商务有限公司
1,深圳市南山区婷轩电子经营部
2,衡水云跃医疗器械有限公司
5,海宁市盐官镇万友过滤器材商行
1,深圳赛格电子青隆展销
1,东莞市樟木头佳程电子批发部
12,上海睿齐实业有限公司
4,深圳市创蓝天化工有限公司
2,深圳市南山区兰仕办公用品商行
6,广州中镜科仪技术有限公司
11,深圳瑞鑫生物科技有限公司
8,上海吉泰依科赛生物科技有限公司
3,深圳市耀正电子科技有限公司
2,广盟（广州）包装有限公司
2,深圳市百优建材经营部
1,祝坤电子商务有限公司
1,上海世贵信息科技有限公司
2,深圳市红叶杰科技有限公司
2,东莞市长安东陆华五金店
2,永康市江南武田五金工具经营部
2,深圳市宝安区石岩惠克润滑油经营部
4,深圳市未来工厂科技有限公司
4,昆山云讯贸易有限公司
1,苏州佳姿蝶服饰有限公司
1,上海南昕清洗用品有限公司
1,珠海广传商贸有限公司
1,深圳市兴佳伟业电子有限公司
5,成都意科科技有限责任公司
1,广州仪乐电子商务有限公司
1,锦江麦德龙现购自运有限公司深圳宝安商场
1,宿迁巧立方商贸有限公司
2,衡水泽达工具车有限公司
1,深圳市好写科技有限公司
1,南昌晟兴贸易有限公司
2,维达
1,保定市天朗商贸有限公司
3,广州润硕电子科技有限公司
3,南京建成悦浩科技有限公司
1,深圳市南山区西丽家私城
2,深圳市火蓝电子科技有限公司
1,沭阳文哲贸易有限公司
1,广州市雷纽电子科技有限公司
23,上海陶术生物科技有限公司
1,北京众鑫九铸科技有限公司
2,北京中科思锐科技有限公司
1,深圳市温齐科技有限公司
1,英潍捷基（上海）贸易有限公司英潍捷基（上海）贸易有限公司
2,深圳市来宝威科学仪器有限公司
1,建湖县芦沟镇金凤玻璃制品经营部
21,深圳市瑞鑫生物科技有限公司
2,海门市俊元实验器材经营部
23,深圳市铭科科技有限公司
1,胜大业电子商务有限公司
5,深圳市兴春荣贸易有限公司
1,抚顺县石文镇荣誉达碳素制品经销处
3,深圳市润众耗材发展有限公司
1,深圳市福田区太平洋安防通讯市场高术安防经营部
1,深圳市南山区博诚工具配件
2,PNY五金旗舰店
1,沈阳科晶自动化设备
1,武汉斯奈德生命科技有限责任公司
1,北京华诚兴达科技有限公司
1,广州畅盛科学仪器有限公司
1,TCI
1,得力文具专卖店
2,广东省医学动物实验中心
1,海门市杨捷实验器材经营部
1,潮州市潮安区东凤安特莱不锈钢制品厂
5,盐城市城南新区科盾办公用品经营部
4,深圳市前程生物科技有限公司
1,深圳市鑫众品动漫科技有限公司
8,深圳市南山区东恒电脑经营部
6,深圳市南山区协和红五电脑经营部
1,杭州亚驰科技有限公司
1,深圳中造实业有限公司
1,杭州华橙网络科技有限公司
1,广州葛兰达硬质合金有限公司
1,加固博士建筑科技有限公司
1,威力斯五金工具
2,深圳市福田区赛格电子市场洪胜明电子商行
1,欧时
1,ti
1,得捷电子(上海)有限公司
1,linear
1,murata
1,深圳棱思光电科技有限公司
1,河南华文化工有限公司
1,宿迁戈之江商有限公司
3,深圳市鑫锦盛化工
1,项城市杰森服装有限公司
2,宿迁佰雄电子商务有限公司
1,深圳市华金通科技有限公司
2,青岛大海边医疗器械有限公司
9,合肥弘恩物联网科技有限公司
1,深圳市鹏纯园林花卉有限公司
2,深圳市荔舍电子商务有限公司
1,深圳市顺益辉电子有限公司
1,深圳市文笙隆科技有限公司
4,深圳市优信电子科技有限公司
1,深圳市福田区赛格电子市场作为电子经营部
1,深圳市森美电子有限公司
1,广州市越秀区连得电子元件经销部
1,深圳尚乐游科技有限公司
1,杭州纯之风科技有限公司
1,哈桑还西马特机电科技有限公司
1,深圳市泰益顺科技有限公司
1,上海莆骁医疗科技有限公司
3,海宁市盐官镇科仪实验材料经营部
6,武汉塞维尔生物科技有限公司
1,上海锌晏模型科技有限公司
1,珠海纳爱科技有限公司
1,广州贺小白五金工具有限公司
1,欧楠品牌管理（宁波）有限公司
4,深圳市光比纳通信有限公司
44,深圳市凯创生物科技有限公司
7,福州英菲讯光电科技有限公司
1,太原市民营经济开发区中科实验仪器经销部
3,深圳市斯勃锐五金有限公司龙岗分公司
2,斯贝福（北京）生物技术有限公司
4,众益创达贸易（深圳）有限公司
6,布劳恩惰性气体系统（上海）有限公司
4,深圳市迈加生物医疗有限公司
3,献县顺亚试验仪器经销处
7,深圳思为特生物科技有限公司
8,广州新进度生物科技有限公司
2,盐城永成实验仪器有限公司
2,余姚市凯鸽塑化有限公司
4,濮阳市华龙区庆涛医疗器械经营部
2,上海诺泰化工有限公司
3,东莞市启拓贸易公司
2,金华市金东区科麟贸易商行
2,深圳安丰华生物科技有限公司
23,广州莱柏生物科技有限公司
1,北京睿泽皓宇科技有限公司
2,深圳市汇丰海电子有限公司
1,上海鸿辉光通科技股份有限公司
1,重庆飞德富生物技术有限公司
1,深圳双旭兴隆科技有限公司
5,深圳市康维德科技有限公司
13,肇庆京东盛甲贸易有限公司
1,郑州牛特农业技术有限公司
4,广州京东贸易有限公司
1,绍兴旭尊贸易有限公司
9,深圳艾维迪泰生物科技有限公司
4,深圳市福田区强力胜电线经营部
2,深圳市诺辰生物科技有限公司
4,深圳市南山区广创电子经营部
4,深圳市南山区新将王电子经营部
3,深圳市南山区铭辉煌电子经营部
3,深圳市南山区良骏达电脑经营部
1,深圳市威尼五金设备有限公司
3,上海莱兹生物科技有限公司
6,北京吉诺恩泰生物科技有限公司
5,长飞光纤光缆股份有限公司
1,北京易中博生物科技有限公司
1,北京安尼尔科技有限公司
6,北京利文商贸有限责任公司
7,北京敏泰元科技有限公司
7,北京华睿康源生物科技有限公司
1,长恒县精科实验设备销售部
1,美芳实验仪器经营部
1,上海唐卓钻石制品有限公司
3,翌圣生物科技（上海）有限公司
2,北京奕杉生物科技有限公司
1,清河县旭通真空镀膜材料有限公司
1,东莞市忠意数控刀具有限公司
10,深圳易得生物科技有限公司
1,北京经科宏达生物技术有限公司
8,上海吉凯基因科技有限公司
1,深圳市铂邦科技有限公司
3,武汉谷歌生物科技有限公司
8,深圳市益佰顺科技有限公司
1,上海苑胜仪器设备有限公司
1,东莞市樟木头坚诚自动化设备经营部
1,温州蓬展五金有限公司
1,台州市路桥高达电线电缆商行
4,深圳炬信数码科技有限公司
1,德力西（芜湖）网络科技有限公司
2,云哲塑料
1,甘肃博尔众创电子科技有限公司
1,东城同裕电子商行
1,文伟时代电子有限公司
1,公牛电器
1,圣能包装
1,万福特电子经营部
1,深圳市金亿达仓储设备有限公司
1,广州永维医疗科技有限公司
19,深圳市麦贝莱科技有限公司
1,深圳市福田区赛格电子市场豪兴杰电子经营部
5,深圳市世纪传感时代科技有限公司
1,深圳市聚茂源科技有限公司
1,宁波泓科真空阀门科技有限公司
2,苏州高新区枫桥赫贝动物笼具经营部
1,万类生物
1,无锡千锤金属制品有限公司
1,海门市Y米实验器材
1,众星教学
2,崇川区起航实验器材经营部
2,郑州竹雅商贸有限公司
1,众星
2,上海聚米橡塑制品经营部
1,义务市探悦贸易有限公司
5,广州玄桐生物科技有限公司
1,深圳市以胜微电子有限公司
29,深圳市衣库实业有限公司
3,深圳宇雅生物贸易有限公司
1,北京贝儿易洁生物科技有限公司
13,天猫
2,温州蓝宝科技有限公司
4,线艺嘉
1,芬芸电子
3,徐州斯梅尔光电科技有限公司
1,上海务真光电有限公司
1,深圳市天祥瑞光电科技有限公司
1,上海卓然生物科技有限公司
1,长飞
1,西宝生物科技（上海）股份有限公司
1,山东省烟台市莱山区江业硅胶制品经营部
3,深圳市天益全电子科技有限公司
1,富顺县富翔办公商贸经营部
1,深圳市杯空实业有限公司
1,深圳市中坚盛世电子有限公司
1,上海嘉戎生物科技有限公司
1,广州卓宁生物科技有限公司
1,北京安鑫康科技有限公司
1,北京欣博盛生物科技有限公司
2,伊诺凯
2,宿迁乾晖商贸有限公司
1,北京瑞麟和科技有限公司
7,北京大华汇通科技发展有限公司
2,苏州高新区枫桥腾美凯实验器材经营部
7,北京赛尔合生科贸有限公司
3,深圳市洛贝尔电子有限公司
4,济南岱罡生物工程有限公司
2,南京纳希纳米科技有限公司
3,北京拜尔迪生物技术有限公司
1,姜堰区夏之南实验器材经营部
5,建湖县联华玻璃仪器厂
1,张家港市乐余任邦精密机械厂
1,杭州微米科技有限公司
4,北京安泰可科技有限公司
4,北京微波网超科技有限公司
1,福州英菲讯光电科技
3,深特气
1,深圳市福田区玲意数码科技商行
1,深圳市福田区赛格电子市场郑玮琛数码商行
1,深圳市福田区赛格电子市场恒曦晴数码商行
15,深圳市南山区锦龙电子经营部
9,北京达科为生物技术有限公司
1,黑龙江奥松科技有限公司
1,嘉善县旺宇电子产品网店
1,深圳意信科技有限公司
1,东莞市汇欧五金家具制品有限公司
1,北京原创丰顺科技有限公司
1,北京博然一新科技有限公司
4,上海兢翀电子科技发展有限公司
1,杭州睿登科技有限公司
7,徐州腾锋电子科技有限公司
1,深圳市斯耐科电子有限公司
14,深圳赛德杰科技有限公司
1,上海聚津电子科技有限公司
3,上海起发实验试剂有限公司
23,深圳创兴科技有限公司
1,上海启文办公用品有限公司
1,深圳市常安业务服务有限公司
1,三亚京东佳禹贸易
1,苏州汶灏微流控技术股份有限公司
3,生工生物工程(上海)股份有限公司
2,上海联峰生物科技有限公司
2,深圳市南山区路凯通电子经营部
2,石狮市合安鑫科技有限责公司
2,宁波心维标签制品有限公司
1,乐清市名企电器有限公司
1,"上海 腾螺五金有限公司"
1,京东伊莱科旗舰店
1,天猫苏芮旗舰店
1,浙江欧尔赛斯科技有限公司
3,鋆岭仪器设备（上海）有限公司
1,睢县东亚玻璃仪器供应店
1,沭阳县庙头镇慧慧园艺场
1,深圳天成和科技有限公司
1,慧宇伟业（北京）流体设备有限公司
3,广州思谱热科仪器有限公司
1,深圳市天力科贸易有限公司
1,深圳市龙岗区南湾美立仪器设备厂
1,赣州市合琦靶材科技有限公司
1,广州艾基生物科技有限公司
12,北京中罗医学生物技术有限公司
1,深圳市佰来科技有限公司
43,深圳市万千科技有限公司
4,北京博蕾德国际贸易有限公司
1,高密航盾安全防护用品有限公司
1,诚兴超市
1,荔园超市
1,迪卡侬
1,苏品
1,兴硕家装建材专营店
3,深圳市盛兴隆科技有限公司
1,深圳市福田区科比电子经营部
1,深圳市娇纳斯电子科技有限公司
1,项城市美婷服装厂
1,东莞市长安希玛仪器仪表经营部
4,深圳市依元素科技有限公司
1,北京中建标图书有限公司
1,南京正院科技图书有限公司
2,深圳市鑫拓五金制品有限公司
2,九龙坡区石坪桥嘉宝化工经营部
1,深圳市南山区诚利源商行
1,北京民育科技有限公司
3,深圳市南山区荣广隆电子经营部
3,连云港博邦石英制品有限公司
2,东莞时序智能科技有限公司
4,吉林省一一科技有限公司
2,昆山云迅贸易有限公司
1,武汉先导睿科教学设备有限公司
4,梁溪区罗通电子商务工作室
1,111
1,永康市格羚工贸有限公司
4,海门市哥尼斯实验器材经营部
9,开化县中塑单晶硅经营部
1,北京微克航科技有限公司
4,苏州工业园区晶硅光电材料经营部
5,北京京东世纪信息技术有限公司
1,深圳市众石科学仪器有限公司
1,北京蓝兴彩虹科技有限公司
1,广州西门图书有限公司
3,广州天洋生物科技有限公司
1,深圳市福田区赛格电子市场加辉电子经营部
1,延边寒晓干冰销售有限公司
1,天津市河北区高仕横源实验室设备销售中心
1,深圳市欣启生物科技有限公司
1,深圳市欣博盛生物科技有限公司
3,上海博戎生物科技有限公司
1,榆轩仪器厂
1,武义芝浦工具有限公司
2,海门市文郝实验器材经营部
3,陕西欧迅机电科技有限公司
1,临夏市信诺天成科技有限公司
1,深圳市南山区大勘张记五金店
4,深圳市博飞生物技术有限公司
1,深圳市鸿泰云光科技有限公司
1,深圳瑞升模具有限公司
1,上海臻品电子商务有限公司
1,三明飞鸽网络技术有限公司
5,广州市速为电子科技有限公司
1,深圳市天成伟业电子科技有限公司
1,上海帝志传动配件有限公司
1,深圳市宝安区沙井宏翔工控配件经营部
2,东莞市爱科特家居用品有限公司
1,杭州苏明五金经营部
1,深圳市南山区深宏佳数码经营部
1,上海瑞林半导体材料有限公司
1,广州市本原纳米仪器有限公司
6,上海瀚宇光纤通信技术有限公司
4,东莞市汇欧五金家具制造有限公司
1,上海宏端精密机械有限公司
3,开化立晶硅材料经营部
1,苏州一加一不锈钢制品有限公司
1,兴化市优源不锈钢制品有限公司
2,兴化市莱凯五金制品经营部
1,上海录螺机电器经营部
1,深圳市斯勃锐五金有限公司
13,深圳市鑫明五金制品有限公司
1,东莞京东利升
1,伊莱科五金机电专营店
3,深圳市福田区万胜电子经营部
4,深圳市喜顺隆五金配件商行
9,深圳今斯生物科技有限公司
1,珠海市南屏向上文具配送中心
1,武汉康昕瑞基因健康科技有限公司
3,深圳华因康基因科技有限公司
8,东仁化学科技（上海）有限公司
4,广州康昕瑞基因健康科技有限公司
4,上海诺优生物科技有限公司
3,广州安绅商贸有限公司
1,东莞市祥和金属材料
1,科博化仪（北京）科技发展有限公司
1,挨斯珂智能科技（深圳）有限公司
1,铭丰塑料
3,深圳市丰得电路科技有限公司
2,深圳市龙岗区金联威不锈钢经营部
1,上海毕得医药科技有限公司
1,上海彭滕精细化工有限公司
3,上海志成国际贸易有限公司
1,深圳市中能湿科电器有限公司
15,深圳市华安天下科技有限公司
4,深圳市南山区赛格鹏星电脑经营部
5,北京中镜科仪技术有限公司
2,深圳市九影科技有限公司
1,广州昕宇服饰有限公司
1,深圳市佰茂机械配件有限公司
2,常州路易电动推杆有限公司
1,上海尼雅孜信息技术有限公司
1,深圳市度点科技有限公司
1,深圳市福田区新亚洲电子市场二期睿捷电子商行
3,苏州佐夫电子有限公司
2,无锡瑞科华泰电子技术有限公司
1,广州晶东贸易邮箱公司
1,东莞市长安逸夫自动化设备经营部
1,临沂市凯兴电气有限公司
2,上海易励医疗器械有限公司
1,有研工程技术研究院有限公司
1,长春市泰元氟金云母有限公司
2,武汉高仕睿联科技有限公司
51,深圳市圳诚科技有限公司
2,巩义市予华仪器有限责任公司
1,天津市基理科技股份有限公司
1,深圳卡奥博科技有限公司
11,深圳市云飞龙特种气体有限公司
8,广州筱迪生物科技有限公司
3,深圳市云飞龙特种气体有限公司2
2,湖南丙戈信息科技有限公司
2,昆山市玉山镇亿旺鑫新材料经营部
13,深圳市华运科学仪器有限公司
6,玉田县鸦鸿桥镇午阳塑料制品经销处
5,深圳市创美实业有限公司
12,深圳市康贝科学仪器有限公司
1,济南鼎鑫贤鲁贸易有限公司
1,深圳市达科为生物科技有限公司
1,郑州博洋仪器仪表有限公司
1,常州市全友文化用品有限公司
2,福州台江区金榜图书有限公司
1,北京蓝墨水文化有限公司
1,上海舒展贸易有限公司
1,深圳市南山区文仪劳保文具商行
4,莱山区江业硅胶制品经营部
38,增城市和康贸易有限公司
3,深圳市致依科技有限公司
1,巩义市予华仪器设备有限公司
1,深圳市金誉信电子有限公司
2,净月高新技术产业开发区天成云母制品经销处
3,洛阳尚卓科技有限公司
1,深圳市一通医疗器械有限公司
1,深圳垦拓流体控制有限公司
9,深圳新智成科技有限公司
2,深圳市我行体育文化发展有限公司
1,东莞市优优金属材料有限公司
1,晨政图文设计中心
2,深圳数云图科技有限公司
1,淘宝店家
2,北京洋天科技有限公司
1,广州先度生物科技有限公司
1,荆门市万佳暖通科技有限公司
1,胡运涛高宝卫浴
1,衡水欧然商贸有限公司
14,武汉京东金德贸易有限公司
1,北京飞驰科学仪器有限公司
9,深圳智源达科技有限公司
1,深圳市山盛科技有限公司
1,深圳市红草科技有限公司
1,深圳市福田区东裕远大电子经营部
1,深圳市新健盛电子有限公司
1,天津市风船化学试剂科技有限公司
2,盐城鼎和信实验器材有限公司
1,河北华恩医疗器械有限公司
1,广东豫兆临药业连锁股份有限公司
3,清华大学出版社有限公司
1,上海顶昊商贸有限公司
2,杭州爱凯医疗用品有限公司
2,国家税务总局深圳市税务局
1,西安沐易家具用品有限公司
26,深圳辉诺生物科技有限公司
8,深圳市熠星安科技有限公司
1,上海胜时信息科技有限公司
1,昆山京东尚信贸易有限公司
4,广州诺特生物科技有限公司
1,西安凯新生物科技有限公司
2,深圳莱博威科技有限公司
4,益阳湘城华南光电有限公司
1,深圳市矽谷溅射靶材有限公司
1,嘉兴尚品电子商务有限公司
1,深圳市妙家科技有限公司
1,北京安必奇生物科技有限公司
9,深圳众石科学仪器有限公司
1,江苏科欣仪器有限公司
1,国家税务总局深圳市龙华区税务局
3,清河县创盈金属材料有限公司
4,上海张清贸易有限公司
1,上海敏焱橡塑制品有限公司
1,北京理加联合科技有限公司
1,深圳凯胜生物科技有限公司
1,"深圳凯胜 生物科技有限公司"
