订单总价,供应商名称
1010,北京泽佰斯特科技有限公司
1325,苏州海帝思电子科技有限公司
8400,东莞市欧莱溅射靶材有限公司
600,深圳市通离微纳科技有限公司
555,东营东工电子商务有限公司
512,扬中赛锡实验仪器经营部
1457,厦门科川科技有限公司
11405,苏州纳凯科技有限公司
2777,深圳市宝安区新安得正源电子商行
159.5,强力胜电线经营部
2388.22,谱焰实业（上海）有限公司
38,深圳市安普康电子有限公司
2883,广州市泽锦电子科技有限公司
400,长垣县安顺塑业销售部
2160,河南省三善电子商务有限公司
58256,广州旭泽生物科技有限公司
28395,北京六合华大基因科技有限公司广州分公司
34561,深圳艾普诺生物医疗科技有限公司
27459,北京诺禾致源科技股份有限公司
7600,北京科迈瑞科技有限责任公司
5959.63,索雷博光电
28800,杭州延源生物科技有限公司
85,广州市天雕展贸易有限公司
398,北京中诚实意五金交电有限公司
104,清远市峰联电子有限公司
27880,九焱科技（深圳）有限公司
639.15,上海思域化工科技有限公司
1378,东莞市寮步霖泰轴承商行
173.72,东莞市樟木头华辰塑胶原料商行
1900,武义科汇仪器有限公司
516.21,富邦电子科技有限公司
915,联高模具机械配件行
1538.1,深圳汇成五金有限公司
3000,苏州星烁纳米科技有限公司
380.11,上海瞬隽贸易商行
423,海门市真心实验器材经营部
574,佛山市达钊铝业有限公司
843,深圳市龙岗区德信通商店
16226,深圳市贝特瑞科技有限公司
7200,深圳市贝瑞特科技有限公司
2450,上海沃蓝
9580,北京博迈斯科技发展有限公司
8300,武汉星嘉浦科技有限公司
14000,临夏市泰诺科技有限公司
1571.4,国药集团化学试剂有限公司
4605,上海安谱实验科技股份有限公司
820.6,趣梦办公专营店
159,欣想数码电子经营部
19200,深圳市畅翔精工科技有限公司
9952,中天晨拓科技（北京）有限公司
23200,谱镭光电技术有限公司
86500,长春益航光电科技有限公司
99,武进区横山桥日月家具经营部
3750,深圳市龙华新区昌达利气体服务中心
25839.85,深圳四正柏生物科技有限公司
1500,高新园区阪和光电产品经营部
1800,上海富恒生物科技有限公司
4100,苏州锐材半导体有限公司
1094.85,深圳市无线创新科技有限公司、浙江市硕然电气有限公司、深圳市南山区鸿运通五金材料商店
85.5,格之格
1300,深圳市南山区赛格电子市场
1462.2,苏州工品汇信息科技有限公司
320.2,江都区浦头镇悦奇教学仪器经营部
17472,深圳市亚辉通生物科技有限公司
4024,深圳富途锐科技发展有限公司
1577.04,江苏圆周电子商务有限公司上海分公司
52.4,上海华心图书有限公司
28100,上海芯超生物科技有限公司
6600,深圳市莱菔生物科技有限公司
29820,深圳市铭智星科技有限公司
980,东莞市麻涌鑫诚干冰经营部
8700,上海强耀生物科技有限公司
424,item.taobao.com/item.htm?scm=1007.13982.82927.0&id=44455017375&last_time=1539930499
11277.13,昴氏电子贸易有限公司
7020,深圳市铧盛精密五金有限公司
200,天津试剂
762,武进区遥观体创教育器材经营部
803,深圳市弘兴科技有限公司
663,泉稷(上海)实业有限公司
330.148,深圳市汇成丰五金有限公司龙岗分公司
867,广州星瞳信息科技有限责任公司
54.5,乐清市淘聚贸易有限公司
28.404,深圳市斯勃五金有限公司龙岗分公司
213,深圳市哇噢电子有限公司
1199.37,东莞市微宏网络科技有限公司
1371.02,河北贝朗科技有限公司
101,东莞市新奇电子科技有限公司
168,深圳市福田区佳泰安防电子经营部
423.2,深圳市感为电子有限公司
379.995,深圳市福田区弘成基电子商行
881,深圳华强聚丰电子科技有限公司
1763.99,长沙市望城区海龙电子产品经营部
82.499999,深圳市龙岗区汇成丰螺丝店
36.75,深圳市光明新区公明志胜包装材料经营部
499,深圳市德维伊光学科技有限公司
40,上海金山国际贸易城市场经营管理有限公司
148.800001,乐清市柳市鑫磊塑料制品店
37.8,安庆市歌丽尔商贸有限公司
329.8,慈溪市周巷正浩轴承店
712,北海市铁山港区星邦五金电子经营部
718.119999,东莞市东坑广富传动配件经营部
42,深圳市福田区国家税务局代开九十九
135,东莞市麦科机器人贸易有限公司
9980,深圳市速达软件服务中心
115.14,信红安科学器材销售中心
950.77,荥阳豫力机械设备有限公司
106,永康市喜尚工贸易有限公司
49.9,武汉黑麦电子商务有限公司
177,北京金光佳美科技有限公司
18400,深圳市兴天美贸易有限公司
29777,深圳市胜达捷贸易有限公司
126,乐清市鼎泰气动液压有限公司
665.97,武汉京东德瑞贸易有限公司
59,东莞京东利昇莫贸易有限公司
85,温州扶泰无障碍设施有限公司
269,温州市扶泰无障碍设施有限公司
1239.92,河南汇曜商贸有限公司
21400,山东摩贝生物科技有限公司
429,上海百事得电子有限公司
18800,无锡瑞科华泰
700.7,深圳市利天顺电子有限公司
51.97,北京新阅文化发展有限公司
632.3,深圳市科天微电子有限公司
313,北京旷氏文豪文化有限公司
163,常州简尚家具有限公司
1144,深圳市妍妍科技有限公司
274.5,深圳市微科电子科技有限公司
47842,宁波远新光电技术有限公司
263.5,上海鹰谷信息科技有限公司
700,北京馨万家商贸有限公司
480,山东利特纳米技术有限公司
124,北京速得万通电子产品经营部
28699.04,深圳市福卫康生物科技有限公司
2400,广州市创联信息技术有限公司
364,北京京东世界信息技术有限公司
129,小米京东自营旗舰店
388,华谊（HYELEC)仪表京
61.75,绿联维联特专卖店
300,奥松机器人专营店
189721.55,深圳莱菔生物科技有限公司
1443,长沙科怡仪器设备有限公司
1751,海门市朵恩实验器材经营部
64.2,莆田市赞牛贸易有限公司
120,沐阳二豆电子商务有限公司
176,沐阳全友绿化工程有限公司
800,河南明海光电子科技有限公司
200,苏州碳丰科技有限公司
14750,广州市谱源气体有限公司
780,北京汇龙昌海科贸有限公司第一分公司
96,杭州萧山蜀山大手笔广告设计工作室
2040,上海安春仪器有限公司
64817.5,深圳市福田区赛格电子市场佳佳文电子经营部
46690,深圳市福田区维利创金电子商行
155,福州英菲迅光电科技
61.76,成都伊百特电子科技有限公司
212,深圳市云鹰网络科技有限公司
292,上海百甘电子商务有限公司
313.92,连云港米耀商贸有限公司
240,深圳化试有限公司
300000,赛业（苏州）生物科技有限公司
455,青岛光明星科贸有限公司
32895,海门市元盛实验器材销售部
6900,郑州凯默科电子科技有限公司
29300,深圳市袆德科技有限公司
400,波仕电子
43406,朗光科技
205,上海市黄浦区朝达电子经营部
37656,深圳市慧铭医科技有限公司
11950,深圳市宝安区松岗奥斯微电子经营部
598.97,青岛京东益昌得贸易有限公司
175501.43,深圳莱伯生物科技有限公司
2646,上海家驰科技有限公司
20000,上海未普光电科技有限公司
889,北京兰博利德商贸有限公司
978,广州白云区太和宏益诚塑胶经营部
599.1,献县试金五金工具销售部
267,无锡瓯邦诺科技有限公司
200,上海越磁电子科技有限公司
105,丽水市程翔轴承经营部
10684.5,北京南飞工贸有限公司
2575,深圳市赣龙贸易有限公司
197,天台金睿汽车用品有限公司
300,义乌市简佳日用品有限公司
2500,东海县驼峰乡美东石英制品厂
548.5,沈阳茂华生物科技有限公司
8082,广州雅至生物科技有限公司
14739,深圳市南山区新锋数码经营部
17390.1,北京通利华实验动物技术有限公司
210,苏州格勒实验室设备有限公司
1350,深圳马利画材专卖店
12209.51,三亚京东佳禹贸易有限公司
272.7,鑫亨霸
13800,深圳诚欣科技有限公司
21993,北京慧德易科技有限责任公司
16000,东莞市东榕测量仪器有限公司
87,佛山博世特五金商行
81.9,常州市西坑机电经营部
104,东莞俏巴模具五金配件有限公司
12790,深圳市慧铭医科技公司
9600,北京安泰可
419,桥西区永诚实验用品经销处
56519,北京中原合聚经贸有限公司
122.7,南京中译图书有限公司
68.32,徐州豪迪光电科技有限公司
230.4,徐州市欧科照明电器有限公司
73.73,中山市古镇光驰照明门市部
147.46,深圳市创海发电子有限公司
200,桐乡市洲泉黑马照明器材经营部
87.87,深圳科睿伟业科技有限公司
74.26,深圳市雅嘉美光电有限公司
6000,深圳市华祥达电子有限公司
800,四川兰博环保设备有限公司
51662.01,深圳市真好记贸易行
3684,吴中经济技术开发区爱尚园艺经营部
8100,山东科快生物科技有限公司
16700,东莞寮步
960,扬中市兴福达橡塑有限公司
2400,南山区博达
97810.7,selleck（中国，上海蓝木化工有限公司）
14800,深圳佳肽生物科技有限公司
5975,南京福克赛生物科技有限公司
201554.76,北京维通利华实验动物技术有限公司
1401.54,天台褚褚贸易有限公司
1233,上海俊汐工贸有限公司
595,兴化市贝诺特电池有限公司
245,深圳市南山区诚利广五金商行
4292,东莞市驰银川东科技有限公司
666.5,东莞京东利昂贸易有限公司
90000,嘉兴科民电子设备技术有限公司
500,乐陵丽舍纺织品有限公司
80,深圳宜居装饰风格材料有限公司
1263,广州市谊华科技服务有限公司
1154,苏州乌米贸易有限公司
24600,GA
175,畅天五金工具店
191,东莞京东利昇贸易公司
392.4,广州晶东贸易公司
119,深圳市愉康大药房
650,深圳市福田区海纳五金门市部
10970,哈尔滨市道外区佰沃化验仪器销售部
1936,上海纵信生物科技有限公司
119.3,无锡晋亚斯商贸有限公司
6400,上海缔彩科贸有限公司
13500,北京纽比特科技有限公司
7470,上海飞轩生物科技有限公司
4860,南京建成生物工程研究所有限公司
109.89,东莞市浩然纸业有限公司
250.6,哈尔滨宝源实业有限公司
86.8,优晶慧科技发展（北京）有限公司
82,南京睿琦优电子商务有限公司
1900,章瑞
600,北京博雅聚智新技术有限责任公司
7490,河南中镜科仪科技有限公司
800,天津海乐威电子
2190,汇欧五金家具制造有限公司
192,开化顺生电子科技有限公司
10952.4,无锡市棱谱光学仪器有限公司
1160,济南阿尼美汽车配件
388,浙江家超
464.6,山东原晶电子科技有限公司
408.5,天天阳光办公专营店
3119.99,深圳拓扑精膜科技有限公司
14100,上海柏真化学技术有限公司
33,徐州青藤家居
1000,"\n深圳市研顺世纪贸易有限公司"
3091.82,深圳市南山区再兴装饰材料商行
8580,重庆市北碚区博科生物制品经营部
8580,北碚区国科实验器材经营部
2554.8,苏州金唯智生物科技有限
93357.87,深圳研顺生物科技有限公司
1000,埃肯国际贸易（上海）有限公司
8689,深圳市梓健生物科技有限公司
998,无锡戴尔蒙科技有限公司
564,海门市古德实验器材经营部
40,先科SAST
48,绿之源
10044,爱普生epson
37100,上海福拜生物科技有限公司
31103,朔纶有机光电科技（北京）有限公司
2334,宁波市鄞州姜山新星教具厂
3600,苏州云泰生物医药科技有限公司
168.5,北京迪麦佳商贸有限公司
5324.55,广州市珈源医学试剂有限公司
10000,深圳市南山区国威电脑商行
1005.4,深圳腾云驾雾干冰科技有限公司
11498.69,深圳杰威教育发展有限公司
9800,广州瑞巍尔医疗科技发展有限公司
15.04,如皋市朋联五金有限公司
9251,深圳市南山区创宝航电子通讯经营部
905,广州市顺梓静豪科技有限公司
2420,深圳南山创宝航电子通讯经营部
1803.8,百安居装饰建材
1462.6,深圳宜家家居
312.5,慈溪市普慈电子有限公司
13425,深圳市福田区天宇隆电子销售部
2177.2,中山市古镇极固照明电器厂
162.5,深圳市龙华新区观澜鑫富康文具劳保店
2187,深圳市森威特环保科技有限公司
344.7,海门市安科实验器材经营部
35995,深圳市浸会仪器设备有限公司
2000,中科锐博实验器材商城
1915,福州英讯光电科技有限公司
12960,苏州铭鹄电子科技有限公司
240,深圳市福田区新亚洲电子市场二期亿润源电子经营部
1180,无锡市谱昕光学仪器有限公司
82,福州市仓山区叶燕飞五金店
1556,深圳市洁盟清洗设备有限公司
802,合肥华邦无尘材料有限公司
78568,深圳市国康科技有限公司
4490,厦门万和信生物科技有限公司
3870,厦门昂扬实验仪器有限公司
71197,厦门鹭隆生物科技发展有限公司
7270,苏州多多化学科技有限公司
8910,广州赛库生物技术有限公司
2000,基因生物技术国际贸易（上海）有限公司广州分公司
1414.1295,海门市北翌实验器材经营部
720,"\n深圳市佐料生物技术有限公司"
3216,LABBIO
4440,合肥启思迈商贸有限公司
4905,深圳市瑞鑫达有限公司
11680,天津市河北区高仕横泰实验室设备销售中心
1420,深圳市瑞鑫达化玻仪器有限公司
4877,深圳市宝安区新安凌云电子商行
999,台州市英明贸易有限公司
1011,钦礼慧数码产品
115,广州市海珠区飞舜玩具店
596.73,东莞市索奥复合材料制品有限公司
508.8,深圳市希望指数科技有限公司
9708.2,深圳市科发电子有限公司
282.8,北京北新科技
1270.02,杭州龙邱电子科技有限公司
11887,深圳市南山区深丰科技经营部
2310.79,深圳市南山区凌风电脑配件经营部
257.97,上海沃购在线电子商务有限公司
2798,广州达宏生物科技有限公司
14650,深圳市南山区荣发阳电子经营部
4439.98,上海泰坦科技有限公司
2640,威海晨源分子新材料有限公司
21559,深圳市辉翔光机电公司
75689.77,深圳市新伟明光电技术有限公司
7200,苏州纳微科技股份有限公司
10560,深圳市阳光视觉科技有限公司
1200,深圳睿迅有机太阳能有限公司
80.68,北京华实鸿业科技有限公司
4748,成都福誉科技有限公司
1314.7,滨州普翼达航空科技有限公司
288.6,成都伊佰特电子科技有限公司
318,东莞市火山口模型科技有限公司
30,深圳市华裕锴电子科技有限公司
367,杭州萧山橄榄山电子商行
104,郑州市克咪达电子技术有限公司
915,深圳市亮捷科技有限公司
100,华为代理
611.1,上海博由碳制品有限公司
145,临沂久克五金工具有限公司
175,东莞市硕纤电子科技有限公司
190,温州市龙湾状元宇邦五金经营部
297.8,西安沐易家居用品有限公司
66.8,青岛布朗工艺制品有限公司
30572.25,戴迪卡（深圳）科学技术有限公司
13078,深圳市金明珠科技有限公司
1080,广州赛哲
154,深圳市德玛电子有限公司
43050,深圳市誉和钻石工具有限公司
84.4,佛山市荣丰有色金属经营部
113.85,深圳市龙岗区金骏泰螺丝店
200,深圳市宝安区沙井鸿量仪器经营部
35746,深圳市色散光电有限公司
1711.95,深圳市友朋志远科技发展有限公司
360,东莞市长安金邦五金电子商行
5630,深圳市诚翼科技有限公司
3500,秀峰区顺林电脑经营部
8721,深圳市思远达科学仪器有限公司
29559,深圳市启天科技有限公司
750,深圳市隆成科技有限公司
1220,深圳市思远达科技仪器有限公司
3100,上海志泽生物科技发展有限公司
108184,安斯盾科技（广州）有限公司
19750,深圳市鑫莉科技有限公司
116172.5,深圳市佳宇科创生物科技有限公司
12176,北京晶龙特碳科技有限公司
3460,深圳市罗湖新奥星体育用品店
870,武汉艾特米克超能源新材料科技有限公司
540,天津艾达
59,江阴友利特智能家居有限公司
1118.51,海门飞世尔实验器材销售部
49,南京东恒包装有限公司
86,宿迁思赢商贸有限公司
43.84,宿迁市赵赵电子商务有限公司
2220,武汉爱博泰克生物科技有限公司
27670,深圳市锡成仪器有限公司
1798,四方区凯利佳仪器经销处
8637,三人行医药科技(深圳)有限公司
8417.04,深圳市空气化工产品气体（深圳）有限公司
78.64,南虹（义乌）建筑材料有限公司
34500,北京景荣科技有限公司
357,济南强龙刀具有限公司
551,山克新能源科技（深圳）有限公司
87527,深圳柏万森生物科技有限公司
15648.15,莱华尔科技(深圳)有限公司
2000,杭州浩克生物技术有限公司
56900,深圳市华创力拓科技有限公司
288,杭州翰恩网络科技有限公司
522,hasunopto华尚光电
257,苍南县金乡意桥金属工艺品商行
200.6,东莞市桂翔纸品有限公司
18890,赛格
8610,深圳市翻羽生物科技有限公司
19792,煜洱（广州）生物技术有限公司
19160,赛格飞扬
2230,赛格飞扬扬
195863,深圳众庭联合科技有限公司南山分公司
10630.77,上海毕傲图生物科技公司
1177,佛山市南海去明俊长荣机械厂
214835,深圳市卡里奥科技有限公司
4064,深圳市双海贸易有限公司
11060,天津市河北区杉学仪器仪表配件销售中心
775,台州市合为贸易有限公司
168,富格士匠
618,成都睿骋贸易有限公司
61,徐州福双商贸有限公司
1880,深圳市福田区金海韵电子经营部
156.4,上海赣春实业有限公司
510.05,深圳市创芯谷电子有限公司
3460,上海湃阁恩贸易经营部
387.99,京东利晟贸易有限公司
501.6,常州市海格工具有限公司
135,商丘怡奥商贸有限公司
36000,苏州格奥新材料有限公司
40.8,深圳市思彤静轩文化发展有限公司
660,上海忻铄机电产品经营部
699,上海祝庆电子科技有限公司
1740,深圳市南山区嘉乐办公耗材专卖店
559.51,裕华区胜宝塑料制品销售部
99.3,乐清市伊莱科电气有限公式
32722.5,优宁维
7127,深圳市宝安区新安鑫盾网络器材经营部
32440,珠海光库科技股份有限公司
326,广州平民药业连锁有限公司
1200,布劳恩惰性气体系统有限公司
39780,深圳市长征生物科技有限公司
840,上海柏教医学仪器制造厂
56713,深圳市欣博科技有限公司
194,加固博士（上海）建筑科技有限公司
71.6,深圳市福田区泰芯科电子商行
1121.2,创捷芯（深圳）电子有限公司
210.15,深圳春秋易经科技有限公司
380,睢宁县姚集镇盈硕五金经营部
2590.4,深圳市光洁亮物业清洁管理有限公司
99,深圳市福田区赛格电子市场旭峰和兴丰源电子经营部
201.4,深圳市福田区陆达电子产品商行
408,济南有人物联网有限公司
42,深圳市福田区训扬电脑经营部
42,果粉电子产品商贸（深圳）有限公司
45823,飞尔特无线通信设备科技（南京）有限公司
1030,常州良木家具有限公司
60,深圳市龙岗平湖镇江南昌线切割机服务部
138,沭阳县景扬花木有限公司
1590,中山市百裕摄影器材有限公司
2946.3,安平县九思丝网制品有限公司
288,深圳市亿代优品科技有限公司
960,深圳市佳宇科创生物技术有限公司
10800,上海复捷化学有限公司
5920,深圳市南山区志达电脑经营部
21648.56,深圳市南山区光扬电脑配件经营部
399.9,山东盛远安全科技有限公司
35,重庆加加林医疗器械连锁有限公司南坪店
104,佛山市南海金骑士贸易有限公司
167.97,北京京东拓帆贸易有限公司
70,盐城市盐都区盐龙科仪实验耗材经营部
6000,广东中鑫华科技有限公司
800,深圳市澳锐达精密科技有限公司
120,深圳市运事徍贸易有限公司
9000,南京诺德新能源科技有限公司
380,深圳市圃翊贸易有限公司
255,诚冠机电仪表销售部
192,昆山隆圣宝电子材料店
55,永祥金属材料
152,林海家居专营店
327.6,诺瓦智能
30355,煜耳（广州）生物技术有限公司
1797,上海航鹫办公设备有限公司
19.7,上海卡密儿模型有限公司
435.1,资兴市华科玩具航模店
98,深圳意萌智能科技有限公司
5775,深圳市南山区齐力电子经营部
1693.8,深圳市天益全电子经营部
1980,深圳市倾凌科技有限公司
122778,北京维通利华
254,ONWE旗舰店
18863,深圳市天问实业有限公司
1440,深圳市齐力电子经营部
1680,深圳市鑫倚天电子经营部
305.33,东莞市樟木头华宸塑胶原料商行
22471,深圳市启航创展科技有限公司
3427.4,福建安溪复古工艺品有限公司
68,江阴市诺达晟贸易有限公司
150.3,深圳市汇三联美术设计用品有限公司
55,义乌市亚肩贸易有限公司
820,广州潇柠科技有限公司
3750,欧塞新能源科技股份有限公司
456.5,中山市坦洲镇红运电子经营部
821,盐城市森飞贸易有限公司
432,无锡市西普科商贸有限公司
2064,上海朔川电气设备有限公司
15.8,绍兴柯桥闽宁商贸有限公司
170,深圳市鼎泰化工有限公司
1800,无锡尚宝生物科技有限公司
1050,南京科沃阀门有限公司
1000,漳浦县宏源石英砂有限公司
203,温州虹昌仪表有限公司
90,兴化市松信五金制品有限公司
209.5,苏州赢安杨仪器有限公司
185,兴化市莽莽不锈钢经营部
1414.54,深圳市鑫鹏威塑胶制品有限公司
165,南京米苏建材有限公司
573,益阳湘城华南光电科技有限公司
279,北京中创先锋科技有限责任公司
224.67,拿客工具专营店
21,拿客工具专用店
24.8,greener绿林旗舰店
11880,深圳方旭达科技有限共司
9560,深圳深东研科技有限共司
700,深圳市富镭科技有限公司
49000,佛山市南海区万发胶桶店
57,武义拓朴塑业有限公司
5250,亿品川成（北京）科技有限公司
1170,北京市兴荣源科技有限公司
500,深圳市南山区金泉汽配精品商行
17805,深圳市晟泰实验室有限公司
458,杭州巨星科技股份有限公司
114.68,深圳市龙岗区布吉创能达五金商店
98,上海玉逸实业有限公司
115,固超贸易（上海）有限公司
132626.79,深圳市睿沃森生物科技有限公司
705,海门市宇韵实验器材经营部
217,北京中兴百瑞技术有限公司
160,台江区伟宏实验仪器经营部
937,咸安区光明大药房
8388.05,宜兴阿拉丁化工
29879,东莞市黄江汇达波丽原料经营部
300,北京普锐瑟仪器有限公司
954,宝品科技
3500,天津博君科技有限公司
86.2,孚约安防设备有限公司
76.6,青岛贝塔生物科技有限公司
66,海门市瑞星康
202,盐城市亭湖区千云鹤科技有限公司
2620.21,海门市丫米实验器材经营部
52.44,北京康泰源医疗器械有限公司
8100,龙盛通电子科技有限公司
18,深圳市绿鑫达电子有限公司
27000,北京阳光凯特科技有限公司
1028,东莞市樟木头苏展塑胶经营部
628,芜湖市吉和自行车配件经营部
2640,博达数码
1800,力佰创
28703,上海科维创生物科技有限公司
2298.14,永康市臻创家居用品有限公司
22000,深圳市罗湖区碧水蓝海科技发展中心
23.8,苏州海茵茨商贸有限公司
63,金沽长办公专营店
2450,罗湖区海纳塑胶经营部
221.2,昆山市玉山镇福而顺电子材料经营部
225,重庆洪亚化工产品有限公司
488,北京盛世豪杰贸易有限公司
295,北京中镜科仪有限公司
31215,广州铭旺生物科技有限公司
109478,深圳凯米斯科技有限公司
31443.5,深圳晓荷生物科技有限公司
1262.5,浙江众股网络科技有限公司
1133.9,深圳市福田区康威芯电子商行
4500,深圳市奇点科技有限公司
700,深圳市瑞鹏达科技设备有限公司
14460,怀宁县高河镇正泰五金经营部
1478,上海续臣贸易有限公司
14955.94,青岛生泉化学试剂有限公司
340.38,北京京东广能贸易有限公司
420,睢宁县姚集镇美电五金经营部
1788.46,东海县库克石英制品有限公司
1490.22,东莞京东利晟贸易有限公司
1800,北京博远恒基科技有限公司
5534,深圳京旗科技有限公司
1780.9,山西小虎科技有限公司、厦门京东东和贸易有限公司、东莞京东利昇贸易有限公司
48376,深圳市华玥创新科技有限公司
40193,博奥康
500,沈阳惠科真空技术研究有限公司
4000,华山机械厂
3080,深圳市福田区长丰扬电子经营部
2410,国通
639,OUTSTANDING
900,深圳市八六三新材料技术有限责任公司
240,济宁多麦商贸有限公司
6218,上海翊圣生物科技有限公司
41010,深圳市中科超能科技有限公司
21700,郑州龙翔仪器有限公司
15150,深圳赫普仪器设备有限公司
144744.73,广州市锐博生物科技有限公司
4646.93,常州市飞勒斯仪器有限公司
142,上海耶设国际贸易有限公司
306,永康市勒仕电器厂
195,广州家贝水处理有限公司
84.6,兴化市张郭镇梦想电子产品经营部
40,沐阳县沐城得元办公用品经营部
54,温州绿萝电子商务有限公司
2350.69,深圳市俊雷特科技有限公司
59,邯郸市峰峰云花商贸有限公司
33.8,海门市谷德实验器材经营部
800,深圳市龙岗区鑫诚电子设备经营部
6111.9,武汉市洪山区迈可诺实验器材经营部
6370,广东省实验动物中心
800,恩科生物科技有限公司
6500,深圳市南山区永旺机械配件店
681.8,杭州星优家居用品有限公司
850,淄博宇海电子陶瓷有限公司
92.02,余姚乐昊贸易有限公司
218505,深圳市赛麦斯科技有限公司
263.61,上海万歆铝业有限公司
156,上海颐都电子有限公司
298,厦门安东电子有限公司
378,南京上元堂医药股份有限公司
1120,苏州海狸生物医学工程有限公司
17.9,上海途芮商贸有限公司
49,姑苏区欣环测电子经营部
8280,东仁化学
110361.7,深圳市南山区慧怡实验室设备商行
2500,深圳市迈洛克实业有限公司
95.6,北京成楷恒业科技有限公司
528.5,科盾办公用品经营部
24340.4,上海腾准生物科技有限公司
12250,重庆世彬科技发展有限公司
1915,深圳市南山区大森电子营业部
15005,北京风启科技有限公司
28900,南京赛维建筑材料有限公司
292,深圳市奥康达光电
1193.8,上海凌梓通信设备有限公司
615,河源市源城区中仪电子产品网上经销店
1350,北京金源新材料科技有限公司
900,海门市元兴实验器材销售部
1456,广州陌路生物科技有限公司
23666,深圳市达科为生物技术有限公司
2825.46,中国新航+天博办公用品专营店+贝塔果果旗舰店+融创实验仪器耗材用品店+海门超博实验耗材厂
725,北京昊康旭日科技发展有限公司
24000,云南西力生物技术有限公司
359.04,上海成社贸易有限公司
24.8,安徽良米电子科技有限公司
360,长垣县新长源实验器材经营部
5460,深圳市丰泰来机电科技有限公司
5553,深圳欣博盛
882,温州经济技术开发区沙城正业机械配件厂
980,深圳博奥康
3862,深圳六碳纳米科技有限公司
11500,深圳市创浩盛模具有限公司
828.8,上海乐扣乐扣贸易有限公司
62769,广州查世瑞华生物科技有限公司
12400,深圳市宇信仪器科技有限公司
1485,成都西诚微波科技有限公司
11336.64,北京一林科技有限公司
64.8,深圳市钦源盛电子有限公司
480,南京顾科仪器有限公司
194,合肥芊芊网络科技有限公司
13000,深圳太极光
70,大城县西留各庄美博化工销售部
45599.11,深圳市南山区格格数码产品经营部
152400,深圳市海源生物科技有限公司
1770,成都睿宝电子科技有限公司
3600,深圳日发超声波设备有限公司
108.5,深圳市光明新区公明世强胶粘带经营部
1780,武汉枢密脑科学技术有限公司
4900,生物化学制品*rAAV-hsyn-mcherry-WPRE-pA
5151.92,深圳市宝安区沙井金源发绝缘材料批发行
83420,深圳市林雨晴璎建材有限公司
514.35,东莞市东坑永成轴承店
2210,深圳市鑫迪多实验仪器有限公司
34400,广州维克特科技有限公司
149.8,嘉兴市薇电子科技有限公司
1117,山东老屯汽配城博强汽保工具经销处
28580,深圳百惠康科技有限公司
154816.26,长沙麓邦光电科技有限公司
525.8,南京声宝电子有限公司
101.61,新吴区博派亚气动元件销售中心
19.9,上海尊宝商贸有限公司
319,广州蕙川电子科技有限公司
64606,深圳市华一光电有限公司
33793,武汉承启医学检验实验室有限公司
58800,创和引智（北京）科技服务有限公司
390,深圳金瑞五金店
600,李坚强
6400.31,深圳市国通物联科技有限公司
60,东莞市东城隆鸣五金贸易行
820,卡川尔流体科技（上海）有限公司
77769.85,深圳市艾斯康科技开发有限公司
5700,南京菲博圣光科技有限公司
289,佛山市哥伦步五金科技有限公司
183,温州家恩贸易有限公司
577,广州伟伯科技有限公司
9900,深圳市艾迪思特信息技术有限公司
1324,宁波江北图宝映像用品有限公司
860,昆山市玉山镇尔戚多机械配件经营部
198,深圳市绘王动漫科技有限公司
7610,上海钜唐国际贸易有限公司
964,宿迁克洛塔电子商务有限公司
673,深圳市创一福金属材料有限公司
923.2,南宫市耐亚特合金焊接材料有限公司
112,临沂易得力商贸有限公司
17510,深圳市恒视安贸易有限公司
1604.9,新杰物流集团股份有限公司
3480,东莞市道滘好心情支架厂
26.4,磐安县优爱贸易有限公司
95,南京金力文体用品有限公司
241.08,方大控股有限公司
527.51,浦江县亿维电子商务商行
794,如皋市赛默教学仪器经营部
169,广州华鹏电动工具有限公司
1734.75,广州龙眼网络科技有限公司
268.82,吉安优创电子科技有限公司
491.69,深圳市优贝特科技有限公司
23.4,上海文采实业有限公司北京分公司
241.34,天猫超市
64.9,上海垒星机电五金商行
25,深圳腾达电子等
235,上海多朴光学材料有限公司
16744,深圳市昕旭高分子材料有限公司
210,深圳市莱巴摄影器材有限公司
864,东阳市品美工艺品有限公司
198,苏州宝时得电动工具有限公司
9000,上海艾坦浦新材料科技有限公司
11850,广州市玉儒医疗科技有限公司
18720,广州玉儒医疗科技有限公司
4635,北京九维银泰科技发展有限公司
10942.08,深圳市领德光电有限责任公司
4035,苏州市蒂米斯商贸有限公司
1800,沈阳普西工业科技有限公司
1700,深圳市南山区畅想曲通讯经营部
12000,深圳市腾峰贸易有限公司
66637.89,深圳市海雅生物科技有限公司
316,衡水铄字金属制品有限公司
239,德测五金
800,罗湖书城罗湖城实业有限公司
17200,成都思创格科技有限公司
8929,深圳市辉诺电子有限公司
79,北京兴利博商贸有限公司
15900,杭州纽蓝科技有限公司
612,广州研信生物科技有限公司
398.62,沃尔玛购物广场深圳中山分店
990.1,南京晓晓仪器设备有限公司
2750.36,海门市创博实验器材经营部
1900,深圳市博源生物科技有限公司
39,东莞市东利昇贸易有限公司
255.98,广东晶茂有限公司
80,河南省巩义市远恒环保工程有限公司
202,广州万携汇贸易有限公司
670,江苏如顺塑业有限公司
29780.04,上海研溪工业设计有限公司
7100,四川致远光科技有限责任公司
290,冀州市鑫鼎商贸城
15030,深圳市浩铼科技有限公司
397,深圳中天利电子科技有限公司
